fire_Discovery_Time,longitude,latitude,fire_occur,temperature_2m,total_precipitation_sum,dewpoint_temperature_2m,volumetric_soil_water_layer_1,NDVI,EVI,relative_humidity,month,day_of_year
2025-08-08,-117.81390397588379,32.73760217461533,0,,,,,,,,8,220
2025-11-24,-122.10092939706713,39.49647653455812,0,284.70675722757977,0.0,281.4011294047038,0.31025441487630206,2123,704,80.13001379514756,11,328
2025-09-02,-115.21055045264009,33.32591890997946,0,306.517541885376,5.675725356582006E-4,287.3643315633138,0.022584279378255207,940,732,31.541701736358675,9,245
2025-06-18,-116.97857884758655,34.57706076063423,0,302.25402069091797,1.2874602930423862E-6,270.11133003234863,0.01580492655436198,1236,882,12.128745712280436,6,169
2025-10-14,-122.35197219792752,38.67390215890547,0,284.36477216084796,0.03208993375295677,282.53445370992023,0.4021466573079427,4903,2106,88.4913590563377,10,287
2025-12-28,-122.12946159298083,38.098023996821134,0,282.18520228068036,1.2844800494349329E-6,279.38861020406085,0.3047688802083333,7218,4422,82.62656029570869,12,362
2025-08-09,-120.90558181503532,40.15528289241168,0,296.98649915059406,1.2874602930423862E-6,277.45641072591144,0.26499493916829425,5044,2107,28.13517901221767,8,221
2025-08-04,-122.79856115193866,41.59352418596442,0,290.6867497762044,1.8616914752556113E-4,281.07082811991376,0.26444244384765625,4966,2698,53.24216260461381,8,216
2025-10-09,-115.61002253461017,33.41880557991791,0,300.8572514851888,3.3205151521542575E-4,283.9178473154704,0.026807785034179688,1008,620,34.77552135551351,10,282
2025-10-04,-116.08657878527389,39.43245197359127,0,278.91072209676105,0.007894191145794593,274.32350794474286,0.2922738393147786,2941,1452,72.33804690124481,10,277
2025-10-10,-114.37690763101247,36.09607658347936,0,297.45156224568683,0.008193105459213257,291.71243985493976,0.15061187744140625,1116,729,70.35814639882297,10,283
2025-12-12,-115.85713195819415,38.37593764746034,0,281.97708320617676,4.351138045421976E-7,264.8724644978841,0.04998970031738281,877,613,28.907631641297353,12,346
2025-06-22,-118.45327290385535,39.193432444041775,0,286.6268202463786,8.583068797918258E-7,264.7659505208333,0.019653956095377605,1174,885,21.05793233480468,6,173
2025-06-28,-122.05264776078907,35.24918565422002,0,,,,,,,,6,179
2025-11-27,-117.88810558755964,33.45951357939243,0,,,,,,,,11,331
2025-07-22,-120.64222855660813,36.016719187610384,0,292.7672468821208,1.0579824447631836E-6,283.1959406534831,0.1217969258626302,3300,2077,53.94976467926428,7,203
2025-11-03,-121.65012843289414,41.398218583268694,0,281.7053864796956,2.5331974029541016E-7,278.1010290781657,0.428985595703125,6079,3119,78.05753447417555,11,307
2025-11-08,-118.12595064163003,34.12581715788192,0,293.6285209655762,2.826452254112155E-5,283.09926923116046,0.07348378499348958,5528,2389,50.818721025862715,11,312
2025-11-23,-122.71695431425213,36.10482669669766,0,,,,,,,,11,327
2025-12-25,-118.66341763912115,39.00383538440381,0,277.6930923461914,0.0033400565384908987,274.3667074839274,0.3446737925211589,861,452,78.98295132992239,12,359
2025-06-26,-116.40720091107367,34.67595668365899,0,302.7324136098226,0.0,271.9198277791341,7.597605387369791E-4,821,510,13.486377215189545,6,177
2025-07-19,-121.15083360499146,35.04353832176918,0,,,,,,,,7,200
2025-11-16,-115.3734134473315,35.48943986758554,0,284.8447793324788,0.003989708423510763,281.8708273569743,0.22302691141764322,1844,1064,81.97059649496869,11,320
2025-09-05,-120.32499141907516,41.188202102535165,0,292.3695176442464,0.0013225078582763672,279.77784792582196,0.17959721883138022,4732,2318,43.853185990746645,9,248
2025-08-24,-116.7545274633474,34.842961323092844,0,303.6262969970703,8.554458618164062E-4,286.04345575968426,0.01591046651204427,1318,671,34.09200241938643,8,236
2025-09-12,-118.37876430069753,41.02931739422353,0,290.12261454264325,4.020631303092159E-5,279.73235511779785,0.03768793741861979,1015,554,50.34569059101235,9,255
2025-10-16,-122.14099618067999,41.97660726170355,0,280.9819869995117,2.03251829589135E-6,275.4347578684489,0.2624460856119792,6077,2119,67.93931889268113,10,289
2025-11-06,-118.56140347859737,32.94760556653498,0,,,,,,,,11,310
2025-06-13,-116.24158254706147,36.510519684597,0,303.43496640523273,1.7195939676639682E-6,267.10365104675293,0.018349965413411457,996,763,9.030936105515178,6,164
2025-10-09,-120.46932134898267,41.96315311228092,0,285.16844940185547,1.7225738702109084E-6,276.501750310262,0.2349395751953125,201,105,55.358174687742476,10,282
2025-06-22,-114.39789271057973,40.67740717122773,0,281.85012753804523,0.00303479433059195,270.5896809895833,0.07076581319173177,1702,1396,45.03005679330231,6,173
2025-10-25,-116.97656526059,38.97624850575246,0,285.97581418355304,0.0,268.68506749471027,0.04744084676106771,974,642,29.674054361086966,10,298
2025-06-10,-121.65170054348881,38.589137086508174,0,295.68095143636066,1.2099741866222757E-6,285.1561749776204,0.13394927978515625,4803,3197,51.38166303807503,6,161
2025-11-24,-119.92191791810822,36.81037521012746,0,283.3983262379964,0.0,280.9964256286621,0.34154319763183594,5192,2761,85.03903413666286,11,328
2025-07-17,-121.68709277726377,37.255568073977834,0,291.95688311258954,2.4654041226312984E-6,282.69414202372235,0.14029757181803384,5230,3802,54.86552915265076,7,198
2025-08-27,-114.99993325474834,40.769926413449284,0,289.70786539713544,0.007661059498786926,286.5109208424886,0.4155597686767578,1544,1509,81.39507242490703,8,239
2025-07-12,-117.81882020288015,38.285217008662634,0,300.9044895172119,1.2993812106287805E-6,267.5671393076579,0.015811920166015625,770,475,10.831021315801687,7,193
2025-12-17,-116.54613875922594,37.624100786136445,0,283.6173775990804,4.351138045421976E-7,272.52672322591144,0.0582733154296875,976,430,46.11656820097177,12,351
2025-09-01,-114.93951700772426,38.18997355237217,0,297.69694264729816,1.1528681519479278E-4,276.1648254394531,0.0389251708984375,2118,1232,24.615644295692434,9,244
2025-12-10,-119.02935724211238,35.94831728821887,0,282.0770778656006,8.52346317969932E-7,277.70243136088055,0.3650830586751302,435,416,74.02958105222821,12,344
2025-06-03,-116.73057222524436,34.788280128248715,0,298.55231857299805,6.770133972118231E-4,282.4786567687988,0.012778600056966146,1301,842,36.176565275439444,6,154
2025-12-18,-116.86135177310032,40.25222090749084,0,277.6312115987142,2.1422926579361956E-6,268.74770736694336,0.0451043446858724,2408,966,52.45420568090332,12,352
2025-09-18,-116.51190537813802,33.719718912747744,0,296.47855313618976,0.02640700340270996,287.2963581085205,0.1178754170735677,1453,880,56.3080089450692,9,261
2025-10-14,-122.69919232256649,37.51290098047341,0,,,,,,,,10,287
2025-12-24,-114.4670620681232,41.32467818352068,0,278.3982804616292,3.284364938735962E-4,272.18008677164715,0.1752166748046875,2446,1481,64.15964067835023,12,358
2025-09-22,-117.2943633893739,39.27301524178166,0,289.31823984781903,1.0943412689812249E-5,275.9142672220866,0.12993812561035156,1371,936,40.57620581737316,9,265
2025-10-15,-117.70625600631362,36.661950797187785,0,283.4400412241618,8.218884468078613E-4,278.15879185994464,0.2523644765218099,1146,674,69.74080420952527,10,288
2025-10-18,-117.64765775141018,34.634624701799794,0,290.2510445912679,4.351138045421976E-7,276.3827610015869,0.18110020955403647,915,617,39.53135797783523,10,291
2025-11-02,-118.71602765596387,34.59206515228981,0,291.76269404093426,4.351138045421976E-7,280.84719530741376,0.10821342468261719,5207,2299,49.00825650199275,11,306
2025-12-11,-122.0418996267451,41.101490123558214,0,281.16309611002606,0.0,272.11412811279297,0.4182268778483073,7858,2212,52.79077624031675,12,345
2025-07-18,-116.32408888681488,34.76104402650545,0,305.2181981404622,6.844897808377937E-5,283.73844718933105,2.1807352701822916E-4,947,732,26.742467024357563,7,199
2025-10-19,-123.03718795813225,41.38738528551637,0,283.1024653116862,3.431737422943115E-5,278.22599029541016,0.44432957967122394,5139,2894,71.66841236119397,10,292
2025-12-14,-119.53148842898852,39.95388453076216,0,278.1730702718099,2.145529720110062E-6,275.0864677429199,0.2627220153808594,-537,-180,80.42412893609472,12,348
2025-09-14,-117.27579527037449,33.42084273517382,0,294.32741355895996,1.3345479963788875E-5,289.39367548624676,0.08136876424153645,4688,1763,73.44790977314167,9,257
2025-11-21,-119.58964591922225,39.42622056986858,0,276.167906443278,0.0019445498355707969,274.07115173339844,0.4520498911539714,2963,1184,86.08509763498441,11,325
2025-09-24,-114.26309832293055,33.43496977594361,0,306.303742090861,1.7285346984863281E-6,287.2544530232747,0.024997711181640625,1252,1007,31.695709919289506,9,267
2025-07-07,-120.90518316443188,40.68588909535151,0,295.37719853719074,0.0,275.00289789835614,0.28345171610514325,3121,2044,26.066867011058953,7,188
2025-09-06,-122.44084824305965,36.761828704414754,0,,,,,,,,9,249
2025-09-26,-115.30693760289594,34.87316125487995,0,297.90612347920734,1.57439708704743E-4,281.2850170135498,0.022717793782552082,2032,1512,34.68042135107468,9,269
2025-06-21,-115.52810422095314,37.72809046827356,0,294.1307093302409,2.5689601557132846E-6,261.84879239400226,0.055294036865234375,1622,1050,10.4035813519042,6,172
2025-06-25,-114.10739057534892,40.442262058259544,0,295.15715471903485,2.3424624941981165E-6,269.64069684346515,0.023291269938151043,1348,987,17.8475923353261,6,176
2025-09-16,-115.65843393553266,34.07995555073718,0,302.6779530843099,0.0,276.09120814005536,0.016481399536132812,871,546,18.277566320175957,9,259
2025-06-06,-122.19840281824843,36.3098827792198,0,,,,,,,,6,157
2025-08-26,-120.49657687453777,41.860434015907394,0,294.11878395080566,0.0015328705309798352,286.9708086649577,0.2967650095621745,2345,1419,63.654507502050336,8,238
2025-11-24,-116.31316762502054,35.20986767499574,0,284.94284121195477,0.0,278.7670962015788,0.24907557169596353,1415,677,65.8438162346073,11,328
2025-11-16,-114.14714629822504,37.77979907235337,0,279.6450723012288,0.019167807698146078,276.8229757944743,0.2303949991861979,5593,2265,82.1522022597765,11,320
2025-06-19,-122.80559269967715,35.31872434219836,0,,,,,,,,6,170
2025-08-02,-116.82190705847285,33.0790969290269,0,296.21510950724286,1.293420723413874E-6,281.3650436401367,0.09135246276855469,3912,1962,38.60034795886702,8,214
2025-10-06,-119.16122573833584,37.02949091253488,0,287.07114855448407,2.571940399320738E-6,279.6739419301351,0.3452898661295573,7272,2025,60.985300260627184,10,279
2025-06-20,-119.29731490931175,37.324370721437475,0,291.2848300933838,8.463858875984442E-7,271.1522413889567,0.26790618896484375,5227,2475,25.37809726896108,6,171
2025-09-04,-123.7000031072297,40.68728241871623,0,293.45004590352374,3.5107135722967087E-6,285.457665125529,0.18166478474934897,7619,3775,60.08691155704165,9,247
2025-10-20,-114.70155988954038,37.911916396312755,0,285.718256632487,1.716613667213096E-6,274.8465092976888,0.1686986287434896,1793,1069,47.46199637086485,10,293
